Strategia Rosso,Strategia Blu,Partite Giocate,Vittorie Rosso,Vittorie Blu,Pareggi,Tempo Totale (s),Media Turni,Timeouts Rosso,Timeouts Blu,Mosse Illegali Rosso,Mosse Illegali Blu,Tempo Medio Mossa Rosso (s),Tempo Medio Mossa Blu (s)
playerStrategyImplPasqualeOG,playerExampleAlphaImplGiuseppe,15,1,14,0,2981.07,76.2,0,0,0,0,2.6234,2.592
