Strategia Rosso,Strategia Blu,Partite Giocate,Vittorie Rosso,Vittorie Blu,Pareggi,Tempo Totale (s),Media Turni,Timeouts Rosso,Timeouts Blu,Mosse Illegali Rosso,Mosse Illegali Blu,Tempo Medio Mossa Rosso (s),Tempo Medio Mossa Blu (s)
playerStrategyImplPasqualeOG,playerStrategyImplPasqualeRandom,15,15,0,0,1852.06,64.6,0,0,0,0,1.9177,1.9042
