Strategia Rosso,Strategia Blu,Partite Giocate,Vittorie Rosso,Vittorie Blu,Pareggi,Tempo Totale (s),Media Turni,Timeouts Rosso,Timeouts Blu,Mosse Illegali Rosso,Mosse Illegali Blu,Tempo Medio Mossa Rosso (s),Tempo Medio Mossa Blu (s)
playerStrategyImplPasqualeRandom,playerStrategyImplPasqualeMAX,15,3,12,0,2886.5,68.1,0,0,0,0,2.8012,2.8528
