Strategia Rosso,Strategia Blu,Partite Giocate,Vittorie Rosso,Vittorie Blu,Pareggi,Tempo Totale (s)
iterativeTrap,playerExampleAlphaImplGiuseppe,20,0,20,0,3789.99
